Agency,Sub_County,Neighborhood,Price,link,sq_mtrs,Bedrooms,Bathrooms
Blueline Properties 1023,Westlands,Riverside,"KSh 90,000",/listings/1-bedroom-apartment-for-rent-riverside-3386103,9,1,2
Ogaye Enterprises,Nyali,"801181, nyali, Nyali Area","KSh 90,000",/listings/2-bedroom-apartment-for-rent-nyali-area-3466681,1400,2,3
Wealthlink Realtors Ltd,Westlands,Westlands Area,"KSh 90,000",/listings/3-bedroom-apartment-for-rent-westlands-area-3464336,3,3,2
Cloud Real Estate,Dagoretti North,Kilimani,"KSh 90,000",/listings/2-bedroom-apartment-for-rent-kilimani-3463626,2,2,3
Pam Golding Properties,Westlands,Westlands Area,"KSh 90,000",/listings/3-bedroom-apartment-for-rent-westlands-area-3450281,3,3,3
Kenya Classic Homes,Dagoretti North,Lavington,"KSh 90,000",/listings/3-bedroom-apartment-for-rent-lavington-2-3453830,3,3,3
Absolute Estate Agents,Dagoretti North,"Gitanga road, Lavington","KSh 90,000",/listings/3-bedroom-apartment-for-rent-lavington-3418992,3,3,
Absolute Estate Agents,Dagoretti North,"1, Muringa Rd., Kilimani","KSh 90,000",/listings/3-bedroom-apartment-for-rent-kilimani-3424863,3,3,5
Absolute Estate Agents,Dagoretti North,"Kileleshwa, Kileleshwa","KSh 90,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3463317,3,3,3
Absolute Estate Agents,Dagoretti North,Kileleshwa,"KSh 90,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3463322,3,3,3
Absolute Estate Agents,Dagoretti North,"Argwings kodhek road, Kilimani","KSh 90,000",/listings/2-bedroom-apartment-for-rent-kilimani-3466802,2,2,2
Vaal Real Estate,Dagoretti North,"Mandera Road, Kileleshwa","KSh 90,000",/listings/2-bedroom-apartment-for-rent-kileleshwa-3461110,94,2,3
Malazo Realtors,Dagoretti North,"Woodlands Rd, Kilimani","KSh 90,000",/listings/furnished-2-bedroom-apartment-for-rent-kilimani-1-44135,2,2,2
Paradigm Homes,Dagoretti North,Kilimani,"KSh 90,000",/listings/3-bedroom-apartment-for-rent-kilimani-3462393,3,3,
Paradigm Homes,Dagoretti North,Kileleshwa,"KSh 90,000",/listings/2-bedroom-apartment-for-rent-kileleshwa-3468428,2,2,
Buy Rent Shelters,Dagoretti North,"Dennis Pritt, Kilimani","KSh 90,000",/listings/3-bedroom-apartment-for-rent-kilimani-3467918,3,3,3
Buy Rent Shelters,Dagoretti North,"Dennis pritt, State House","KSh 90,000",/listings/3-bedroom-apartment-for-rent-state-house-3467919,3,3,3
Buy Rent Shelters,Dagoretti North,"Dennis Pritt, Hurlingham","KSh 90,000",/listings/3-bedroom-apartment-for-rent-hurlingham-3467931,3,3,3
Buy Rent Shelters,Dagoretti North,"Dennis Pritt, Kilimani","KSh 90,000",/listings/3-bedroom-apartment-for-rent-kilimani-3468245,220,3,3
Symonns Realty,Westlands,"City Park Drive, Off Limuru Road, Parklands","KSh 90,000",/listings/3-bedroom-apartment-for-rent-parklands-2-3444520,11,3,2
Hilltrust Consult,Westlands,Westlands Area,"KSh 90,000",/listings/furnished-1-bedroom-apartment-for-rent-westlands-area-3466663,1,1,1
Castles Cabins Realtors,Dagoretti North,Lavington,"KSh 90,000",/listings/4-bedroom-apartment-for-rent-lavington-3463038,4,4,5
Westside Real Estate,Dagoretti North,Kilimani,"KSh 90,000",/listings/2-bedroom-apartment-for-rent-kilimani-3451720,150,2,2
Naftal Properties,Dagoretti North,Lavington,"KSh 90,000",/listings/furnished-1-bedroom-apartment-for-rent-lavington-3466929,1,1,
Apogee Realty Homes,Westlands,"Riverside Drive, Riverside","KSh 90,000",/listings/furnished-1-bedroom-apartment-for-rent-riverside-3460290,1,1,1
Allione Real Estate,Dagoretti North,State House,"KSh 90,000",/listings/2-bedroom-apartment-for-rent-state-house-3463194,2,2,2
Fit Property,Westlands,"Brookside Drive Westlands, Nairobi, Brookside","KSh 90,000",/listings/3-bedroom-apartment-for-rent-brookside-3446236,167,3,
Olympia Gold Real Estate,Dagoretti North,Riara Road,"KSh 90,000",/listings/3-bedroom-apartment-for-rent-riara-road-3456382,3,3,3
Casapiu Holdings Limited,Westlands,Rhapta Road,"KSh 90,000",/listings/3-bedroom-apartment-for-rent-rhapta-road-3468380,3,3,3
Pc Properties Real Estate Agency,Dagoretti North,"Riara Rd, Lavington","KSh 90,000",/listings/3-bedroom-apartment-for-rent-lavington-3466196,3,3,4
Pc Properties Real Estate Agency,Dagoretti North,"Riara Rd, Lavington","KSh 90,000",/listings/4-bedroom-apartment-for-rent-lavington-3466218,4,4,5
Phillavilla,Dagoretti North,Kileleshwa,"KSh 90,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3465807,3,3,3
Pmm Properties,Dagoretti North,"Riara road, Riara Road","KSh 90,000",/listings/4-bedroom-apartment-for-rent-riara-road-3464030,4,4,4
J M Mccarthy Properties Ltd,Dagoretti North,Kileleshwa,"KSh 90,000",/listings/2-bedroom-apartment-for-rent-kileleshwa-3465530,2,2,2
Ace Realtors Limited,Westlands,"21 05 06, 38 RA, Westlands Area","KSh 95,000",/listings/3-bedroom-apartment-for-rent-westlands-area-3468519,185,3,3
Pam Golding Properties,Westlands,Westlands Area,"KSh 95,000",/listings/2-bedroom-apartment-for-rent-westlands-area-3450226,2,2,2
Kenya Classic Homes,Dagoretti North,Kilimani,"KSh 95,000",/listings/3-bedroom-apartment-for-rent-kilimani-3458579,156,3,3
Mambo Properties Enterprise,Westlands,"Riverside Drive, Riverside","KSh 95,000",/listings/1-bedroom-apartment-for-rent-riverside-3445244,7,1,1
Mambo Properties Enterprise,Dagoretti North,"Chania Rd, Kilimani","KSh 95,000",/listings/2-bedroom-apartment-for-rent-kilimani-3456075,149,2,2
Regent Management Ltd,Dagoretti North,Kilimani,"KSh 95,000",/listings/4-bedroom-apartment-for-rent-kilimani-3464585,4,4,4
Capstone Properties,Westlands,Rhapta Road,"KSh 95,000",/listings/2-bedroom-apartment-for-rent-rhapta-road-3466917,2,2,
Absolute Estate Agents,Dagoretti North,Kilimani,"KSh 95,000",/listings/2-bedroom-apartment-for-rent-kilimani-2-3453863,2,2,
Absolute Estate Agents,Dagoretti North,Lavington,"KSh 95,000",/listings/3-bedroom-apartment-for-rent-lavington-1-3454498,3,3,
Paradigm Homes,Dagoretti North,Valley Arcade,"KSh 95,000",/listings/3-bedroom-apartment-for-rent-valley-arcade-3422831,3,3,
Prudential Green Ville,Dagoretti North,"kilimani, Kilimani, Kilimani","KSh 95,000",/listings/3-bedroom-apartment-for-rent-kilimani-3443587,3,3,2
Prudential Green Ville,Dagoretti North,"kilimani, Kilimani, Kilimani","KSh 95,000",/listings/3-bedroom-apartment-for-rent-kilimani-2-3456779,3,3,3
Prudential Green Ville,Dagoretti North,"kilimani, kilimani, Kilimani","KSh 95,000",/listings/3-bedroom-apartment-for-rent-kilimani-3467404,3,3,3
Dakima Home International,Westlands,"Raphta Rd, Rhapta Road","KSh 95,000",/listings/2-bedroom-apartment-for-rent-rhapta-road-3395579,2,2,2
Dakima Home International,Westlands,"Raphta rd, Rhapta Road","KSh 95,000",/listings/2-bedroom-apartment-for-rent-rhapta-road-3465099,2,2,2
Furnished Rentals,Dagoretti North,Kileleshwa,"KSh 95,000",/listings/furnished-2-bedroom-apartment-for-rent-kileleshwa-3467831,2,2,2
Wealthlink Realtors Ltd,Westlands,Westlands Area,"KSh 95,000",/listings/2-bedroom-apartment-for-rent-westlands-area-3468745,2,2,2
Coralinternational Ltd,Dagoretti North,"Off Riara Road, Lavington","KSh 95,000",/listings/3-bedroom-apartment-for-rent-lavington-3456768,186,3,2
Coralinternational Ltd,Dagoretti North,"Mandera Road, Kileleshwa","KSh 95,000",/listings/2-bedroom-apartment-for-rent-kileleshwa-3457244,2,2,2
Hassconsult,Westlands,"Waiyaki Way, Westlands Area","KSh 95,000",/listings/2-bedroom-apartment-for-rent-westlands-area-1-3436826,2,2,
Hassconsult,Dagoretti North,Riara Road,"KSh 95,000",/listings/2-bedroom-apartment-for-rent-riara-road-3461346,2,2,2
Mambo Properties Enterprise,Westlands,"Rhapta Rd, Rhapta Road","KSh 95,000",/listings/1-bedroom-apartment-for-rent-rhapta-road-3444340,7,1,1
Mambo Properties Enterprise,Westlands,"Riverside Drive, Riverside","KSh 95,000",/listings/1-bedroom-apartment-for-rent-riverside-3455092,8,1,1
Regent Management Ltd,Dagoretti North,"Mugoiri Road, Kileleshwa","KSh 95,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3464587,3,3,4
Pam Golding Properties,Dagoretti North,Kilimani,"KSh 95,000",/listings/furnished-3-bedroom-apartment-for-rent-kilimani-3459773,3,3,2
Prudential Green Ville,Dagoretti North,"kilimani, Kilimani, Kilimani","KSh 95,000",/listings/3-bedroom-apartment-for-rent-kilimani-1-3458328,3,3,2
Prudential Green Ville,Dagoretti North,"kilimani, kilimani, Kilimani","KSh 95,000",/listings/3-bedroom-apartment-for-rent-kilimani-3467490,3,3,2
Royani Properties Limited,Kiambu Road,"Lymack Suites, Kiambu Road","KSh 95,000",/listings/furnished-1-bedroom-apartment-for-rent-3460263,1,1,1
Royani Properties Limited,Dagoretti North,"Suguta Road, Kileleshwa","KSh 95,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3466648,3,3,3
Buy Rent Shelters,Westlands,Westlands Area,"KSh 95,000",/listings/1-bedroom-apartment-for-rent-westlands-area-3458212,1,1,1
Castles Cabins Realtors,Dagoretti North,Kileleshwa,"KSh 95,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3459540,3,3,
A List Real Estate,Westlands,"Chiromo rd, Westlands Area","KSh 95,000",/listings/3-bedroom-apartment-for-rent-westlands-area-3462090,3,3,2
Tulua Meraki,Dagoretti North,"Mbaazi Avenue, Lavington","KSh 95,000",/listings/2-bedroom-apartment-for-rent-lavington-3458691,95,2,2
Tulua Meraki,Dagoretti North,Riara Road,"KSh 95,000",/listings/2-bedroom-apartment-for-rent-riara-road-3461233,108,2,2
Unique Casles Management Ltd,Westlands,Waiyaki Way,"KSh 95,000",/listings/3-bedroom-apartment-for-rent-waiyaki-way-3467742,3,3,2
Pmm Properties,Dagoretti North,Lavington,"KSh 95,000",/listings/3-bedroom-apartment-for-rent-lavington-3462970,3,3,3
Opus Properties,Dagoretti North,"Suguta Road, Kileleshwa","KSh 95,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3403999,3,3,4
Swiveltrend Ltd,Dagoretti North,Kileleshwa,"KSh 95,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3460006,4047,3,
Ace Realtors Limited,Westlands,"21 05 03, 08 FA, Rhapta Road","KSh 95,000",/listings/1-bedroom-apartment-for-rent-rhapta-road-3468189,120,1,1
Ace Realtors Limited,Westlands,"21 05 05, 17 RA, Westlands Area","KSh 95,000",/listings/2-bedroom-apartment-for-rent-westlands-area-3468445,130,2,2
Stop Properties Real Estate,Westlands,Waiyaki Way,"KSh 95,000",/listings/4-bedroom-apartment-for-rent-waiyaki-way-3464201,4,4,
Canaan Properties,Dagoretti North,Kilimani,"KSh 95,000",/listings/3-bedroom-apartment-for-rent-kilimani-3465679,3,3,3
Prudential Green Ville,Dagoretti North,"kilimani, kilimani, Kilimani","KSh 95,000",/listings/3-bedroom-apartment-for-rent-kilimani-3461682,3,3,3
Prudential Green Ville,Dagoretti North,"kilimani, kilimani, Kilimani","KSh 95,000",/listings/3-bedroom-apartment-for-rent-kilimani-3461686,3,3,3
Gimco Limited,Dagoretti North,Kilimani,"KSh 95,000",/listings/4-bedroom-apartment-for-rent-kilimani-3441404,4,4,5
Absolute Estate Agents,Dagoretti North,"Riara Massions, Maziwa, Nairobi, Nairobi County, KE, Lavington","KSh 95,000",/listings/3-bedroom-apartment-for-rent-lavington-40555,170,3,3
Paradigm Homes,Dagoretti North,Valley Arcade,"KSh 95,000",/listings/3-bedroom-apartment-for-rent-valley-arcade-3422867,3,3,4
Gerryville Homes,Dagoretti North,Kileleshwa,"KSh 95,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3449568,3,3,
Gerryville Homes,Dagoretti North,Kileleshwa,"KSh 95,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3449568,3,3,
Kingslink Ventures,Mombasa Road,"MOMBASA ROAD, Mombasa Road","KSh 95,000",/listings/2-bedroom-apartment-for-rent-3464990,2,2,2
J M Mccarthy Properties Ltd,Dagoretti North,Lavington,"KSh 95,000",/listings/3-bedroom-apartment-for-rent-lavington-3461652,3,3,3
Crystal Valuers Ltd,Dagoretti North,"Mararo road, Valley arcade, Lavington","KSh 96,000",/listings/4-bedroom-apartment-for-rent-lavington-3466500,4,4,2
Royani Properties Limited,Dagoretti North,"Chelezo Apartments, Kilimani","KSh 98,000",/listings/3-bedroom-apartment-for-rent-kilimani-3457874,150,3,3
Buy Rent Shelters,Dagoretti North,"Kidaruma, Kilimani","KSh 98,000",/listings/3-bedroom-apartment-for-rent-kilimani-3463995,3,3,3
Falcon Sight Properties,Westlands,"Off Raphta Road, Rhapta Road","KSh 98,000",/listings/4-bedroom-apartment-for-rent-rhapta-road-3467441,4,4,4
Nguso Realtors,Dagoretti North,Kilimani,"KSh 98,000",/listings/3-bedroom-apartment-for-rent-kilimani-3467333,3,3,4
Buy Rent Shelters,Dagoretti North,"Kindaruma Rd , Kilimani","KSh 98,000",/listings/3-bedroom-apartment-for-rent-kilimani-3457189,3,3,3
Chelezo Residency,Dagoretti North,"Kindaruma Road, Kilimani","KSh 98,000",/listings/3-bedroom-apartment-for-rent-kilimani-3466790,3,3,3
Coralinternational Ltd,Dagoretti North,"King'ara Road, Lavington","KSh 100,000",/listings/3-bedroom-apartment-for-rent-lavington-3405792,3,3,2
Kenya Classic Homes,Dagoretti North,Kilimani,"KSh 100,000",/listings/3-bedroom-apartment-for-rent-kilimani-3419825,300,3,4
Kenya Classic Homes,Dagoretti North,Kilimani,"KSh 100,000",/listings/2-bedroom-apartment-for-rent-kilimani-3451039,14,2,2
Kenya Classic Homes,Dagoretti North,Lavington,"KSh 100,000",/listings/3-bedroom-apartment-for-rent-lavington-3458051,3,3,
Kenya Classic Homes,Dagoretti North,Kileleshwa,"KSh 100,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3462491,170,3,4
Kenya Classic Homes,Dagoretti North,Kileleshwa,"KSh 100,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3468489,230,3,4
Mambo Properties Enterprise,Westlands,Riverside,"KSh 100,000",/listings/3-bedroom-apartment-for-rent-riverside-3444357,23,3,3
Mambo Properties Enterprise,Dagoretti North,"Rose Avenue, Kilimani","KSh 100,000",/listings/3-bedroom-apartment-for-rent-kilimani-3468525,250,3,3
Green Knight Properties,Dagoretti North,"Yaya , Tigoni , Kilimani","KSh 100,000",/listings/furnished-1-bedroom-apartment-for-rent-kilimani-3395802,120,1,1
Green Knight Properties,Dagoretti North,"Tigoni, Tigoni, Kilimani","KSh 100,000",/listings/furnished-1-bedroom-apartment-for-rent-kilimani-3443053,1,1,1
Regent Management Ltd,Dagoretti North,"Gitanga/Amboseli Road, Lavington","KSh 100,000",/listings/5-bedroom-apartment-for-rent-lavington-3467878,5,5,6
Azizi Realtors,Dagoretti North,Kilimani,"KSh 100,000",/listings/2-bedroom-apartment-for-rent-kilimani-3466507,2,2,2
Miamu Properties Limited,Dagoretti North,"2242, Dennis Pritt","KSh 100,000",/listings/3-bedroom-apartment-for-rent-dennis-pritt-3468536,3,3,4
Paradigm Homes,Dagoretti North,Valley Arcade,"KSh 100,000",/listings/3-bedroom-apartment-for-rent-valley-arcade-3418039,260,3,4
Paradigm Homes,Dagoretti North,"Masanduku Lane, Lavington","KSh 100,000",/listings/3-bedroom-apartment-for-rent-lavington-3428130,3,3,4
Royani Properties Limited,Westlands,"Fahari Palace Apartments, Church Road, Westlands Area","KSh 100,000",/listings/furnished-1-bedroom-apartment-for-rent-westlands-area-1-3443860,1,1,1
Ogaye Enterprises,Nyali,"801181, First avenue, Nyali Area","KSh 100,000",/listings/3-bedroom-apartment-for-rent-nyali-area-3466573,2700,3,4
Fit Property,Westlands,"Raphta Road, Westlands, Nairobi, Rhapta Road","KSh 100,000",/listings/4-bedroom-apartment-for-rent-rhapta-road-3444487,4,4,
Prudential Green Ville,Dagoretti North,"kilimani, Kilimani, Kilimani","KSh 100,000",/listings/3-bedroom-apartment-for-rent-kilimani-3398174,3,3,2
Prudential Green Ville,Dagoretti North,"kilimani, Kilimani, Kilimani","KSh 100,000",/listings/3-bedroom-apartment-for-rent-kilimani-1-3453631,3,3,3
Wealthlink Realtors Ltd,Westlands,Rhapta Road,"KSh 100,000",/listings/3-bedroom-apartment-for-rent-rhapta-road-3464776,21780,3,3
Apricotsolutions Limited,Westlands,Parklands,"KSh 100,000",/listings/4-bedroom-apartment-for-rent-parklands-1-3455782,4,4,3
Apricotsolutions Limited,Westlands,Waiyaki Way,"KSh 100,000",/listings/3-bedroom-apartment-for-rent-waiyaki-way-3463147,3,3,2
Landmark Top Solutions,Dagoretti North,"Near Valley Arcade, Lavington","KSh 100,000",/listings/3-bedroom-apartment-for-rent-lavington-1-3407360,180,3,4
Landmark Top Solutions,Dagoretti North,Lavington,"KSh 100,000",/listings/3-bedroom-apartment-for-rent-lavington-3434697,160,3,5
Paradigm Homes,Dagoretti North,Valley Arcade,"KSh 100,000",/listings/3-bedroom-apartment-for-rent-valley-arcade-3418039,260,3,4
Paradigm Homes,Dagoretti North,"Masanduku Lane, Lavington","KSh 100,000",/listings/3-bedroom-apartment-for-rent-lavington-3428130,3,3,4
Royani Properties Limited,Westlands,"Fahari Palace Apartments, Church Road, Westlands Area","KSh 100,000",/listings/furnished-1-bedroom-apartment-for-rent-westlands-area-1-3443860,1,1,1
Fit Property,Westlands,"Raphta Road, Westlands, Nairobi, Rhapta Road","KSh 100,000",/listings/4-bedroom-apartment-for-rent-rhapta-road-3444487,4,4,
Good Living Properties Limited,Westlands,Waiyaki Way,"KSh 100,000",/listings/3-bedroom-apartment-for-rent-waiyaki-way-3385194,3,3,3
Ws Properties Limited,Westlands,Rhapta Road,"KSh 100,000",/listings/furnished-2-bedroom-apartment-for-rent-rhapta-road-3463950,2,2,2
Lizmor Properties,Westlands,Westlands Area,"KSh 100,000",/listings/3-bedroom-apartment-for-rent-westlands-area-3466766,3,3,
Dunhill Consulting Limited,Westlands,Parklands,"KSh 100,000",/listings/3-bedroom-apartment-for-rent-parklands-3459779,3,3,
Casapiu Holdings Limited,Westlands,Rhapta Road,"KSh 100,000",/listings/3-bedroom-apartment-for-rent-rhapta-road-3462035,3,3,4
Pc Properties Real Estate Agency,Dagoretti North,"Riara Rd, Lavington","KSh 100,000",/listings/3-bedroom-apartment-for-rent-lavington-3466475,3,3,3
Furnished Rentals,Langata,Karen,"KSh 100,000",/listings/furnished-2-bedroom-apartment-for-rent-karen-3467945,2,2,2
Pmm Properties,Dagoretti North,"Oledume Road, Lavington","KSh 100,000",/listings/3-bedroom-apartment-for-rent-lavington-3463119,3,3,2
Pc Properties Real Estate Agency,Dagoretti North,"Makueni Rd, Kileleshwa","KSh 100,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3466159,3,3,3
Green Knight Properties,Dagoretti North,"Lenana road, Kilimani","KSh 100,000",/listings/3-bedroom-apartment-for-rent-kilimani-3467123,3,3,3
Canaan Properties,Milimani,Milimani,"KSh 100,000",/listings/furnished-2-bedroom-apartment-for-rent-3468715,2,2,3
Dunhill Consulting Limited,Westlands,Parklands,"KSh 100,000",/listings/3-bedroom-apartment-for-rent-parklands-3459779,3,3,
J M Mccarthy Properties Ltd,Dagoretti North,Lavington,"KSh 100,000",/listings/3-bedroom-apartment-for-rent-lavington-1-3456444,3,3,3
Coralinternational Ltd,Westlands,"Masari Road, Parklands","KSh 100,000",/listings/3-bedroom-apartment-for-rent-parklands-3460224,3,3,3
Coralinternational Ltd,Westlands,Parklands,"KSh 100,000",/listings/3-bedroom-apartment-for-rent-parklands-3446084,3,3,2
Canaan Properties,Dagoretti North,Riara Road,"KSh 100,000",/listings/4-bedroom-apartment-for-rent-riara-road-3461829,4,4,3
Gimco Limited,Dagoretti North,Kilimani,"KSh 100,000",/listings/4-bedroom-apartment-for-rent-kilimani-1-3442827,4,4,
Habitat Realtors International Ltd,Milimani,"Kolobot Gardens, Kolobot Close, Milimani","KSh 100,000",/listings/3-bedroom-apartment-for-rent-milimani-3461886,121,3,2
Mambo Properties Enterprise,Dagoretti North,"Off Denis Pritt, Kilimani","KSh 100,000",/listings/2-bedroom-apartment-for-rent-kilimani-3456073,14,2,3
Green Knight Properties,Dagoretti North,"Dennis Pritt, Kilimani","KSh 100,000",/listings/furnished-1-bedroom-apartment-for-rent-kilimani-3409647,1,1,1
Regent Management Ltd,Dagoretti North,Lavington,"KSh 100,000",/listings/3-bedroom-apartment-for-rent-lavington-3459427,3,3,4
Pam Golding Properties,Westlands,Westlands Area,"KSh 100,000",/listings/4-bedroom-apartment-for-rent-westlands-area-3450280,4,4,3
Pam Golding Properties,Westlands,Westlands Area,"KSh 100,000",/listings/3-bedroom-apartment-for-rent-westlands-area-3452323,3,3,2
Pam Golding Properties,Dagoretti North,Kileleshwa,"KSh 100,000",/listings/2-bedroom-apartment-for-rent-kileleshwa-3456198,2,2,
Pam Golding Properties,Westlands,Westlands Area,"KSh 100,000",/listings/2-bedroom-apartment-for-rent-westlands-area-3458895,2,2,1
Azizi Realtors,Dagoretti North,Lavington,"KSh 100,000",/listings/4-bedroom-apartment-for-rent-lavington-3461887,4,4,4
Prudential Green Ville,Dagoretti North,"04, kilimani, Kilimani","KSh 100,000",/listings/furnished-3-bedroom-apartment-for-rent-kilimani-3829,3,3,3
Prudential Green Ville,Westlands,"riverside, Riverside, Riverside","KSh 100,000",/listings/3-bedroom-apartment-for-rent-riverside-3390678,3,3,2
Prudential Green Ville,Dagoretti North,"kilimani, Kilimani, Kilimani","KSh 100,000",/listings/3-bedroom-apartment-for-rent-kilimani-1-3428789,3,3,2
Prudential Green Ville,Dagoretti North,"kilimani, Kilimani, Kilimani","KSh 100,000",/listings/4-bedroom-apartment-for-rent-kilimani-1-3456780,4,4,4
Prudential Green Ville,Dagoretti North,"lavington, Lavington, Lavington","KSh 100,000",/listings/3-bedroom-apartment-for-rent-lavington-1-3457567,3,3,3
Prudential Green Ville,Dagoretti North,"kilimani, Kilimani, Kilimani","KSh 100,000",/listings/3-bedroom-apartment-for-rent-kilimani-1-3459823,3,3,3
Prudential Green Ville,Dagoretti North,"kilimani, kilimani, Kilimani","KSh 100,000",/listings/3-bedroom-apartment-for-rent-kilimani-3465106,3,3,3
Sema Estate Agents,Westlands,Westlands Area,"KSh 100,000",/listings/3-bedroom-apartment-for-rent-westlands-area-3462206,3,3,
Royal Properties Market Limited,Westlands,Runda,"KSh 100,000",/listings/2-bedroom-apartment-for-rent-runda-3459042,2,2,2
Absolute Estate Agents,Dagoretti North,"Mbaazi road, Mbaazi Road, Lavington","KSh 100,000",/listings/3-bedroom-apartment-for-rent-lavington-3418991,158,3,
Kimachas Enterprises,Nyali,"Links road, Nyali voyager, Nyali Area","KSh 100,000",/listings/furnished-2-bedroom-apartment-for-rent-nyali-area-3463489,2500,2,2
Vaal Real Estate,Dagoretti North,"Mandera Road, Kileleshwa","KSh 100,000",/listings/2-bedroom-apartment-for-rent-kileleshwa-3461109,124,2,3
Cobalt Consulting,Westlands,"Suswa Road, Parklands","KSh 100,000",/listings/3-bedroom-apartment-for-rent-parklands-3467527,3,3,2
Yellow Market,Dagoretti North,"near Kasuku Center, Kileleshwa","KSh 100,000",/listings/2-bedroom-apartment-for-rent-kileleshwa-3467004,2,2,3
Hilltrust Consult,Westlands,Westlands Area,"KSh 100,000",/listings/3-bedroom-apartment-for-rent-westlands-area-3466716,3,3,3
Hilltrust Consult,Westlands,Westlands Area,"KSh 100,000",/listings/2-bedroom-apartment-for-rent-westlands-area-3467545,2,2,
Henley Green Realty,Westlands,Waiyaki Way,"KSh 100,000",/listings/2-bedroom-apartment-for-rent-waiyaki-way-3464679,2,2,2
Royal Properties Market Limited,Westlands,Runda,"KSh 100,000",/listings/2-bedroom-apartment-for-rent-runda-3459042,2,2,2
Origin Homes,Dagoretti North,"Denis Pritt Road, Kilimani","KSh 100,000",/listings/furnished-1-bedroom-apartment-for-rent-kilimani-3416882,1,1,1
Wealthlink Realtors Ltd,Westlands,Westlands Area,"KSh 100,000",/listings/3-bedroom-apartment-for-rent-westlands-area-2-3452240,186,3,3
Buy Rent Shelters,Westlands,"Brookside , Westlands Area","KSh 100,000",/listings/2-bedroom-apartment-for-rent-westlands-area-1-3455423,2,2,2
Sky Limits Ventures,Dagoretti North,Kilimani,"KSh 100,000",/listings/3-bedroom-apartment-for-rent-kilimani-3411419,3,3,2
Sky Limits Ventures,Dagoretti North,Kilimani,"KSh 100,000",/listings/3-bedroom-apartment-for-rent-kilimani-3467960,3,3,4
Apricotsolutions Limited,Westlands,"Rhapta Road, Rhapta Road","KSh 100,000",/listings/3-bedroom-apartment-for-rent-rhapta-road-3439610,3,3,3
Splendour Real Estate,Westlands,Riverside,"KSh 100,000",/listings/3-bedroom-apartment-for-rent-riverside-3466567,3,3,
Yellow Market,Dagoretti North,"near Kasuku Center, Kileleshwa","KSh 100,000",/listings/2-bedroom-apartment-for-rent-kileleshwa-3467004,2,2,3
Cobalt Consulting,Westlands,"Suswa Road, Parklands","KSh 100,000",/listings/3-bedroom-apartment-for-rent-parklands-3467527,3,3,2
Ws Properties Limited,Westlands,"Rhapta Road, Westlands Area","KSh 100,000",/listings/furnished-1-bedroom-apartment-for-rent-westlands-area-3401505,120,1,2
The Houswitch Haven Ltd,Westlands,"Oldonyo Sabuk, General Mathenge","KSh 100,000",/listings/2-bedroom-apartment-for-rent-general-mathenge-1-3459196,2,2,1
Taji Suburbs Ltd,Westlands,Riverside,"KSh 100,000",/listings/4-bedroom-apartment-for-rent-riverside-3462915,4,4,4
Cfs Homes,Westlands,Brookside,"KSh 100,000",/listings/3-bedroom-apartment-for-rent-brookside-1-3438984,3,3,
Cfs Homes,Westlands,Westlands Area,"KSh 100,000",/listings/furnished-2-bedroom-apartment-for-rent-westlands-area-3458167,2,2,
Cfs Homes,Dagoretti North,Kileleshwa,"KSh 100,000",/listings/furnished-2-bedroom-apartment-for-rent-kileleshwa-3458903,2,2,
Casapiu Holdings Limited,Westlands,Brookside,"KSh 100,000",/listings/3-bedroom-apartment-for-rent-brookside-3464354,3,3,3
Casapiu Holdings Limited,Dagoretti North,Kileleshwa,"KSh 100,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3467828,3,3,3
Allione Real Estate,Westlands,Brookside,"KSh 100,000",/listings/3-bedroom-apartment-for-rent-brookside-3449982,3,3,3
Afrique Properties Limited,Kisauni,Shanzu,"KSh 100,000",/listings/furnished-3-bedroom-apartment-for-rent-shanzu-1-3445673,3,3,3
Lighthouse Homes Limited,Westlands,Parklands,"KSh 100,000",/listings/4-bedroom-apartment-for-rent-parklands-3464265,4,4,4
Splendor Holdings,Westlands,Westlands Area,"KSh 100,000",/listings/furnished-2-bedroom-apartment-for-rent-westlands-area-3434981,120,2,
Chawan Business Venture,Thika Road,Thika Road,"KSh 100,000",/listings/furnished-2-bedroom-apartment-for-rent-thika-road-3402115,2,2,
Coralinternational Ltd,Dagoretti North,"Kolobot Drive, Kilimani","KSh 100,000",/listings/3-bedroom-apartment-for-rent-kilimani-1-3414307,3,3,2
Swiveltrend Ltd,Dagoretti North,Kilimani,"KSh 100,000",/listings/3-bedroom-apartment-for-rent-kilimani-1-3448503,2024,3,3
